               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 308,            0.018806,           0.0046562,          0.00071117,             0.97762,             0.98441,             0.98021,             0.55328,             0.02981,           0.0044431,          0.00043263,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017729,           0.0044141,          0.00054502,             0.97853,             0.98447,             0.98085,             0.56124,            0.029151,           0.0044389,          0.00044291,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018409,           0.0045873,          0.00050062,             0.97733,             0.98436,             0.98117,             0.57109,            0.027881,           0.0043961,          0.00044892,           0.0038818,           0.0038818,           0.0038818
                 311,            0.018133,           0.0045708,          0.00075887,             0.97589,             0.98436,             0.97922,             0.58892,            0.027108,           0.0043186,          0.00045359,            0.003862,            0.003862,            0.003862
                 312,            0.020555,           0.0045998,          0.00061674,             0.97554,             0.98436,             0.97879,             0.61585,            0.026171,           0.0041963,          0.00044901,           0.0038422,           0.0038422,           0.0038422
                 313,            0.018832,           0.0046771,          0.00067592,             0.97526,             0.98435,             0.97963,             0.59295,            0.028536,           0.0042495,          0.00043915,           0.0038224,           0.0038224,           0.0038224
                 314,            0.017884,           0.0046509,           0.0005979,             0.98958,              0.9986,               0.995,             0.61841,            0.025841,           0.0041326,          0.00042863,           0.0038026,           0.0038026,           0.0038026
                 315,            0.018569,           0.0048853,          0.00069858,             0.98991,             0.99854,               0.995,             0.61396,            0.026593,           0.0041237,          0.00043793,           0.0037828,           0.0037828,           0.0037828
                 316,            0.018113,           0.0047472,          0.00042324,             0.99058,             0.99841,               0.995,             0.62587,             0.02552,           0.0041125,          0.00041918,            0.003763,            0.003763,            0.003763
                 317,             0.01898,           0.0050194,          0.00056641,              0.9767,             0.98424,             0.98035,             0.61768,            0.026342,           0.0041508,          0.00041604,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018109,           0.0048968,          0.00067637,             0.97595,             0.98427,             0.98039,             0.61297,            0.027137,           0.0041626,          0.00043921,           0.0037234,           0.0037234,           0.0037234
                 319,              0.0187,           0.0045708,          0.00079603,             0.97562,             0.98428,             0.98042,             0.60273,            0.028751,           0.0043026,          0.00044299,           0.0037036,           0.0037036,           0.0037036
                 320,            0.018119,           0.0048115,          0.00058443,             0.97586,             0.98423,              0.9796,             0.59539,            0.028182,           0.0043116,          0.00043364,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018953,           0.0049195,           0.0010149,             0.97773,              0.9843,             0.98043,             0.62182,            0.027646,           0.0042656,           0.0003871,            0.003664,            0.003664,            0.003664
                 322,            0.018646,           0.0047312,          0.00047547,             0.97873,             0.98436,             0.98288,             0.60823,            0.026242,           0.0042644,          0.00036132,           0.0036442,           0.0036442,           0.0036442
                 323,            0.019261,           0.0052983,          0.00087068,             0.97843,              0.9844,             0.98295,             0.59891,            0.027053,           0.0042486,          0.00036354,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017761,           0.0046021,          0.00076063,             0.97768,             0.98438,             0.98298,             0.61586,            0.026285,           0.0042234,          0.00036816,           0.0036046,           0.0036046,           0.0036046
                 325,            0.018918,           0.0052684,          0.00071101,             0.97683,             0.98435,             0.98256,             0.61407,            0.027826,           0.0043068,          0.00038406,           0.0035848,           0.0035848,           0.0035848
                 326,            0.019115,           0.0044018,          0.00065425,             0.97498,             0.98443,             0.98217,             0.61974,            0.027375,           0.0043364,           0.0003813,            0.003565,            0.003565,            0.003565
                 327,             0.01791,           0.0048346,          0.00052852,             0.97474,             0.98445,             0.98174,             0.63863,            0.025057,           0.0042753,          0.00037753,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017998,           0.0050034,          0.00072885,             0.97428,             0.98444,             0.98102,             0.59907,            0.027506,           0.0043638,          0.00037135,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018625,           0.0054748,            0.001127,             0.98771,             0.99873,               0.995,             0.62235,            0.026733,           0.0043361,          0.00042295,           0.0035056,           0.0035056,           0.0035056
                 330,            0.017372,           0.0049899,          0.00067546,             0.98762,             0.99873,               0.995,             0.61646,            0.026165,           0.0042972,           0.0004555,           0.0034858,           0.0034858,           0.0034858
                 331,            0.018338,           0.0050743,          0.00041418,               0.974,             0.98445,             0.97924,             0.62058,            0.026757,           0.0043652,          0.00046087,            0.003466,            0.003466,            0.003466
                 332,            0.017393,           0.0048402,          0.00059571,             0.97449,             0.98444,             0.97961,             0.58354,             0.02945,            0.004492,          0.00046727,           0.0034462,           0.0034462,           0.0034462
                 333,            0.018273,           0.0050433,           0.0005744,             0.98919,             0.99875,               0.995,              0.6087,            0.027147,           0.0043782,          0.00043278,           0.0034264,           0.0034264,           0.0034264
                 334,            0.019088,           0.0047354,           0.0005012,             0.97548,             0.98446,             0.98338,             0.57102,            0.029531,           0.0044245,          0.00040717,           0.0034066,           0.0034066,           0.0034066
                 335,             0.01791,           0.0047594,          0.00054904,             0.97628,             0.98448,             0.98317,             0.59479,            0.027201,            0.004297,          0.00039271,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017626,           0.0047215,          0.00085593,             0.99004,             0.99874,               0.995,             0.61597,            0.026307,           0.0042213,          0.00039951,            0.003367,            0.003367,            0.003367
                 337,            0.016979,           0.0046859,          0.00067439,             0.98983,             0.99876,               0.995,             0.61726,            0.027317,           0.0041943,          0.00039007,           0.0033472,           0.0033472,           0.0033472
                 338,             0.01733,            0.004495,          0.00091626,             0.97532,             0.98446,             0.98398,             0.62021,             0.02657,           0.0041559,          0.00036486,           0.0033274,           0.0033274,           0.0033274
                 339,            0.018418,           0.0048434,          0.00060119,             0.97544,             0.98446,             0.98153,              0.6009,            0.028405,           0.0042722,          0.00034097,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017689,           0.0048302,          0.00066876,             0.98961,             0.99874,               0.995,              0.5989,            0.028128,           0.0043467,          0.00033345,           0.0032878,           0.0032878,           0.0032878
                 341,            0.017951,            0.004936,          0.00078573,              0.9753,             0.98447,             0.98087,             0.61381,            0.027129,           0.0044113,          0.00033617,            0.003268,            0.003268,            0.003268
                 342,            0.017888,           0.0045248,          0.00063246,             0.98962,             0.99875,               0.995,             0.61395,            0.027758,           0.0044334,          0.00031991,           0.0032482,           0.0032482,           0.0032482
                 343,            0.017001,           0.0048773,          0.00041925,             0.97533,             0.98444,              0.9809,             0.58702,            0.029026,           0.0045445,          0.00034009,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017924,           0.0049618,          0.00054238,             0.97568,             0.98447,             0.98091,             0.61155,            0.028283,           0.0044933,          0.00035905,           0.0032086,           0.0032086,           0.0032086
                 345,            0.018283,           0.0047198,          0.00047731,             0.97594,             0.98446,             0.98139,             0.60904,            0.028576,           0.0043771,          0.00034435,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016908,           0.0046254,          0.00047548,             0.97615,             0.98445,             0.98045,             0.60906,            0.027327,           0.0043307,          0.00034168,            0.003169,            0.003169,            0.003169
                 347,            0.017318,           0.0047479,          0.00072942,             0.97665,             0.98446,             0.98121,             0.62494,            0.025622,           0.0042592,          0.00032828,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01754,           0.0050118,          0.00057025,             0.97733,             0.98448,             0.98343,             0.62358,            0.026915,           0.0042871,          0.00031834,           0.0031294,           0.0031294,           0.0031294
                 349,             0.01888,           0.0050272,          0.00070925,             0.97825,             0.98464,             0.98395,             0.60623,            0.027429,           0.0043041,          0.00030702,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017769,           0.0049096,          0.00049629,             0.97823,             0.98467,             0.98307,             0.61409,            0.026901,           0.0042912,          0.00030707,           0.0030898,           0.0030898,           0.0030898
                 351,            0.018039,            0.004745,          0.00053514,             0.97777,             0.98464,             0.98297,             0.60361,            0.027029,           0.0042521,          0.00029943,             0.00307,             0.00307,             0.00307
                 352,            0.017135,           0.0047003,          0.00037556,             0.97683,             0.98457,             0.98249,             0.58081,            0.027327,           0.0043063,          0.00029372,           0.0030502,           0.0030502,           0.0030502
                 353,            0.017098,           0.0048281,          0.00063514,             0.97627,             0.98453,             0.98242,              0.5829,            0.027849,           0.0043476,          0.00029463,           0.0030304,           0.0030304,           0.0030304
                 354,            0.017007,           0.0044728,          0.00072488,             0.97533,             0.98448,             0.98237,              0.5955,            0.027989,           0.0043661,          0.00028706,           0.0030106,           0.0030106,           0.0030106
                 355,            0.017361,            0.004422,          0.00058877,             0.97567,             0.98449,             0.98199,              0.5937,            0.029179,           0.0043629,          0.00029984,           0.0029908,           0.0029908,           0.0029908
                 356,            0.016963,           0.0047131,          0.00046996,             0.97584,             0.98448,             0.98207,             0.60704,            0.027286,           0.0043223,          0.00029472,            0.002971,            0.002971,            0.002971
                 357,            0.017722,            0.004838,          0.00041129,             0.97639,             0.98449,             0.98193,             0.60096,            0.026675,           0.0043398,          0.00027662,           0.0029512,           0.0029512,           0.0029512
                 358,            0.017674,           0.0047582,          0.00037806,             0.97692,              0.9845,             0.98231,             0.58997,            0.028156,           0.0043514,          0.00026646,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016688,           0.0045686,          0.00065269,             0.97649,             0.98448,             0.98106,             0.57732,            0.029435,           0.0044013,           0.0002713,           0.0029116,           0.0029116,           0.0029116
                 360,            0.018197,           0.0045358,          0.00054076,             0.97619,             0.98448,             0.97965,              0.5984,            0.027789,           0.0042848,          0.00027048,           0.0028918,           0.0028918,           0.0028918
                 361,               0.018,           0.0046442,          0.00038913,             0.97655,             0.98449,             0.97878,             0.58586,            0.028668,            0.004376,          0.00026831,            0.002872,            0.002872,            0.002872
                 362,             0.01714,           0.0051292,          0.00034942,             0.97674,             0.98452,             0.97908,             0.59756,            0.029299,           0.0044093,          0.00028098,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016823,           0.0043235,          0.00050842,             0.97648,             0.98446,             0.97906,             0.60377,            0.028944,           0.0043169,          0.00028267,           0.0028324,           0.0028324,           0.0028324
                 364,            0.016726,           0.0045548,          0.00058177,             0.97676,             0.98452,             0.97943,             0.59869,            0.028073,           0.0042544,          0.00027046,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015848,           0.0046515,          0.00042964,             0.97596,             0.98445,             0.97981,             0.61412,            0.028496,           0.0041892,          0.00026197,           0.0027928,           0.0027928,           0.0027928
                 366,            0.015645,            0.004214,          0.00036315,             0.97524,             0.98446,             0.98065,              0.6206,            0.028089,           0.0042134,          0.00026247,            0.002773,            0.002773,            0.002773
                 367,             0.01753,           0.0046317,          0.00057205,             0.97468,             0.98449,             0.98287,             0.62266,            0.027463,           0.0042379,          0.00026413,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017991,           0.0050843,          0.00052646,             0.97506,             0.98448,             0.98146,             0.61496,            0.026361,           0.0042506,          0.00026608,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015838,           0.0046094,          0.00032739,             0.97497,             0.98445,             0.98001,             0.62273,            0.027057,           0.0043104,          0.00027175,           0.0027136,           0.0027136,           0.0027136
                 370,            0.017731,           0.0046156,          0.00055336,             0.97484,             0.98448,             0.97961,             0.63661,            0.026517,           0.0041949,          0.00025377,           0.0026938,           0.0026938,           0.0026938
                 371,            0.017074,           0.0050774,          0.00054332,             0.97559,             0.98449,             0.97954,             0.64259,            0.024884,           0.0040239,          0.00022374,            0.002674,            0.002674,            0.002674
                 372,            0.017028,           0.0045593,          0.00039193,             0.97617,             0.98452,             0.98011,             0.63729,            0.025249,           0.0040133,          0.00021901,           0.0026542,           0.0026542,           0.0026542
                 373,            0.016929,           0.0046173,          0.00043532,             0.97666,             0.98455,             0.98057,             0.62762,            0.026352,           0.0040573,          0.00020375,           0.0026344,           0.0026344,           0.0026344
                 374,            0.015927,           0.0040123,          0.00041249,              0.9776,             0.98464,             0.98057,             0.62158,            0.025735,           0.0040735,          0.00019379,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017874,           0.0042439,           0.0004763,             0.97701,             0.98457,             0.98056,             0.62192,            0.025838,           0.0040919,          0.00019075,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016273,           0.0044346,          0.00055929,              0.9753,              0.9845,             0.97982,             0.60233,            0.025699,           0.0041709,          0.00020756,            0.002575,            0.002575,            0.002575
                 377,            0.018024,           0.0048936,          0.00054083,             0.97476,             0.98451,              0.9802,             0.61394,            0.026241,           0.0042171,          0.00021503,           0.0025552,           0.0025552,           0.0025552
                 378,            0.018316,           0.0046277,          0.00041764,             0.97458,              0.9845,             0.97895,             0.59274,            0.027608,           0.0043164,          0.00024639,           0.0025354,           0.0025354,           0.0025354
                 379,            0.016686,           0.0046832,           0.0006143,             0.97464,             0.98449,             0.97886,             0.60643,            0.026592,           0.0042883,          0.00027495,           0.0025156,           0.0025156,           0.0025156
                 380,            0.017038,            0.004661,          0.00033468,             0.97422,             0.98451,             0.97883,              0.5972,            0.027361,           0.0043369,          0.00029336,           0.0024958,           0.0024958,           0.0024958
                 381,            0.017561,           0.0045366,          0.00043396,             0.97416,             0.98449,             0.97962,             0.61647,            0.026098,           0.0042454,          0.00029282,            0.002476,            0.002476,            0.002476
